query_image,question,options,answer,template_image,mask
GoodsAD/drink_bottle/test/good/001_001.jpg,What is the color of the cap on the bottle?,"A: Blue
B: Red
C: Green
D: Yellow",A,GoodsAD/drink_bottle/train/good/029_002.jpg,
GoodsAD/drink_bottle/test/good/001_003.jpg,Is there any defect in the object?,"A: Yes.
B: No.",B,GoodsAD/drink_bottle/train/good/002_004.jpg,
GoodsAD/drink_bottle/test/good/001_003.jpg,What kind of product is in the image?,"A: Juice box
B: Soda bottle
C: Water bottle
D: Milk carton",C,GoodsAD/drink_bottle/train/good/002_004.jpg,
GoodsAD/drink_bottle/test/good/001_003.jpg,What is the layout or arrangement of the elements on the label?,"A: Graphic-heavy design with circular elements
B: Simple text-based label
C: Minimalist design with a single logo
D: Mixed text and imagery with a symmetrical layout",A,GoodsAD/drink_bottle/train/good/002_004.jpg,
GoodsAD/drink_bottle/test/good/001_003.jpg,What is the purpose or function of the product shown in the image?,"A: Household cleaning solution
B: Cosmetic or personal care item
C: Alcoholic beverage
D: Bottled drinking water",D,GoodsAD/drink_bottle/train/good/002_004.jpg,
GoodsAD/drink_bottle/test/good/001_005.jpg,Is there any defect in the object?,"A: No.
B: Yes.",A,GoodsAD/drink_bottle/train/good/001_000.jpg,
GoodsAD/drink_bottle/test/good/001_005.jpg,What kind of product is in the image?,"A: Milk carton
B: Drink bottle
C: Shampoo bottle
D: Soda bottle",B,GoodsAD/drink_bottle/train/good/001_000.jpg,
GoodsAD/drink_bottle/test/good/001_005.jpg,What is the layout or arrangement of the subcomponents on the bottle?,"A: The bottle is standing upright.
B: The cap is on the top of the bottle.
C: All of the above.
D: The label is wrapped around the bottle.",C,GoodsAD/drink_bottle/train/good/001_000.jpg,
GoodsAD/drink_bottle/test/good/001_005.jpg,What is the color of the cap on the bottle?,"A: Red
B: Blue
C: Yellow
D: Green",B,GoodsAD/drink_bottle/train/good/001_000.jpg,
GoodsAD/drink_bottle/test/good/001_007.jpg,Is there any defect in the object?,"A: No.
B: Yes.",A,GoodsAD/drink_bottle/train/good/001_000.jpg,
GoodsAD/drink_bottle/test/good/001_007.jpg,What kind of product is in the image?,"A: Shampoo bottle
B: Soda bottle
C: Drink bottle
D: Milk carton",C,GoodsAD/drink_bottle/train/good/001_000.jpg,
GoodsAD/drink_bottle/test/good/001_007.jpg,"What is the layout or arrangement of the subcomponents (e.g., cap, label, liquid) of the bottle?","A: The cap is on the top, the label is wrapped around the middle, and the liquid is visible inside.
B: The cap is missing, the label is torn, and the liquid is discolored.
C: The cap is on the bottom, the label is on the top, and the liquid is not visible.
D: The cap is on the side, the label is on the bottom, and the liquid is not clear.",A,GoodsAD/drink_bottle/train/good/001_000.jpg,
GoodsAD/drink_bottle/test/good/001_007.jpg,What is the color of the cap on the bottle?,"A: Yellow
B: Red
C: Green
D: Blue",D,GoodsAD/drink_bottle/train/good/001_000.jpg,
GoodsAD/drink_bottle/test/good/001_007.jpg,What is the purpose or use of this type of drink bottle?,"A: To display decorative items
B: To store cleaning supplies
C: To contain a beverage for consumption
D: To hold cosmetic products",C,GoodsAD/drink_bottle/train/good/001_000.jpg,
GoodsAD/drink_bottle/test/good/002_001.jpg,Is there any defect in the object?,"A: Yes.
B: No.",B,GoodsAD/drink_bottle/train/good/007_000.jpg,
GoodsAD/drink_bottle/test/good/002_001.jpg,What is the shape of the bottle?,"A: Rectangular
B: Cylindrical
C: Triangular
D: Oval",B,GoodsAD/drink_bottle/train/good/007_000.jpg,
GoodsAD/drink_bottle/test/good/002_001.jpg,What is the color of the cap?,"A: Yellow
B: Red
C: Green
D: Blue",D,GoodsAD/drink_bottle/train/good/007_000.jpg,
GoodsAD/drink_bottle/test/good/002_001.jpg,What is the purpose of the product?,"A: Cooking oil
B: Flavored beverage
C: Shampoo
D: Cleaning solution",B,GoodsAD/drink_bottle/train/good/007_000.jpg,
GoodsAD/drink_bottle/test/good/002_003.jpg,Is there any defect in the object?,"A: Yes.
B: No.",B,GoodsAD/drink_bottle/train/good/029_002.jpg,
GoodsAD/drink_bottle/test/good/002_003.jpg,What is the layout or arrangement of the elements on the label?,"A: Simple text-based label
B: Graphic-heavy design with circular elements
C: Minimalist design with limited branding
D: Multicolored pattern with no clear structure",B,GoodsAD/drink_bottle/train/good/029_002.jpg,
GoodsAD/drink_bottle/test/good/002_003.jpg,What is the relative position of the human figure graphic on the label?,"A: Covering the entire label
B: In the bottom right corner
C: Centered on the label
D: In the top left corner",C,GoodsAD/drink_bottle/train/good/029_002.jpg,
GoodsAD/drink_bottle/test/good/002_005.jpg,Is there any defect in the object?,"A: No.
B: Yes.",A,GoodsAD/drink_bottle/train/good/007_004.jpg,
GoodsAD/drink_bottle/test/good/002_005.jpg,What is the layout of the elements on the label?,"A: Text and graphics are evenly distributed
B: Text is centered, graphics are on the sides
C: Text is on the top, graphics are on the bottom
D: Text and graphics are clustered in the center",A,GoodsAD/drink_bottle/train/good/007_004.jpg,
GoodsAD/drink_bottle/test/good/002_005.jpg,What is the purpose of the product shown in the image?,"A: Refreshment
B: Cleaning
C: Cooking
D: Decoration",A,GoodsAD/drink_bottle/train/good/007_004.jpg,
GoodsAD/drink_bottle/test/good/002_007.jpg,Is there any defect in the object?,"A: No.
B: Yes.",A,GoodsAD/drink_bottle/train/good/002_002.jpg,
GoodsAD/drink_bottle/test/good/002_007.jpg,What is the layout or arrangement of the elements on the label?,"A: Simple text-based label
B: Graphic-heavy design with circular icons
C: Minimalist design with limited branding
D: Multicolored pattern with abstract shapes",B,GoodsAD/drink_bottle/train/good/002_002.jpg,
GoodsAD/drink_bottle/test/good/002_007.jpg,What is the relative position of the human figure graphic on the label?,"A: In the top right corner
B: Along the bottom edge
C: Centered on the label
D: In the top left corner",C,GoodsAD/drink_bottle/train/good/002_002.jpg,
GoodsAD/drink_bottle/test/good/003_001.jpg,Is there any defect in the object?,"A: No.
B: Yes.",A,GoodsAD/drink_bottle/train/good/003_004.jpg,
GoodsAD/drink_bottle/test/good/003_001.jpg,What is the color of the label on the bottle?,"A: Red
B: Blue
C: Green
D: Yellow",D,GoodsAD/drink_bottle/train/good/003_004.jpg,
GoodsAD/drink_bottle/test/good/003_001.jpg,Where is the logo or design element located on the bottle?,"A: On the side
B: On the label
C: On the bottom
D: On the cap",B,GoodsAD/drink_bottle/train/good/003_004.jpg,
GoodsAD/drink_bottle/test/good/003_001.jpg,What is the material of the bottle?,"A: Glass
B: Metal
C: Ceramic
D: Plastic",D,GoodsAD/drink_bottle/train/good/003_004.jpg,
GoodsAD/drink_bottle/test/good/003_005.jpg,Is there any defect in the object?,"A: No.
B: Yes.",A,GoodsAD/drink_bottle/train/good/031_004.jpg,
GoodsAD/drink_bottle/test/good/003_005.jpg,What is the color of the label on the bottle?,"A: Red
B: Blue
C: Green
D: Yellow",D,GoodsAD/drink_bottle/train/good/031_004.jpg,
GoodsAD/drink_bottle/test/good/003_005.jpg,Where is the logo or design element located on the bottle?,"A: On the front label
B: On the cap
C: On the back label
D: On the bottom",A,GoodsAD/drink_bottle/train/good/031_004.jpg,
GoodsAD/drink_bottle/test/good/003_005.jpg,What is the material of the bottle?,"A: Plastic
B: Ceramic
C: Metal
D: Glass",A,GoodsAD/drink_bottle/train/good/031_004.jpg,
GoodsAD/drink_bottle/test/good/003_007.jpg,Is there any defect in the object?,"A: No.
B: Yes.",A,GoodsAD/drink_bottle/train/good/004_000.jpg,
GoodsAD/drink_bottle/test/good/003_007.jpg,What is the layout or arrangement of the elements on the bottle?,"A: The label covers the entire bottle.
B: The label is centered on the bottle.
C: The label has Chinese characters and a green logo.
D: All of the above.",D,GoodsAD/drink_bottle/train/good/004_000.jpg,
GoodsAD/drink_bottle/test/good/003_007.jpg,What is the material of the bottle?,"A: Ceramic
B: Metal
C: Plastic
D: Glass",C,GoodsAD/drink_bottle/train/good/004_000.jpg,
GoodsAD/drink_bottle/test/good/003_007.jpg,What is the purpose or intended use of this product?,"A: Food preparation
B: Personal care
C: Household cleaning
D: Beverage consumption",D,GoodsAD/drink_bottle/train/good/004_000.jpg,
GoodsAD/drink_bottle/test/good/004_001.jpg,Is there any defect in the object?,"A: Yes.
B: No.",B,GoodsAD/drink_bottle/train/good/004_006.jpg,
GoodsAD/drink_bottle/test/good/004_001.jpg,What kind of product is in the image?,"A: Juice
B: Soft drink
C: Bottled water
D: Milk",B,GoodsAD/drink_bottle/train/good/004_006.jpg,
GoodsAD/drink_bottle/test/good/004_001.jpg,What color is the beverage liquid inside the bottle?,"A: Clear
B: Yellow
C: Brown
D: Green",C,GoodsAD/drink_bottle/train/good/004_006.jpg,
GoodsAD/drink_bottle/test/good/004_003.jpg,Is there any defect in the object?,"A: No.
B: Yes.",A,GoodsAD/drink_bottle/train/good/029_000.jpg,
GoodsAD/drink_bottle/test/good/004_003.jpg,What are the subcomponents or elements of the bottle?,"A: Cap, label, and body
B: Lid, container, and handle
C: Neck, base, and label
D: Spout, body, and logo",A,GoodsAD/drink_bottle/train/good/029_000.jpg,
GoodsAD/drink_bottle/test/good/004_003.jpg,What is the purpose or characteristic of this drink bottle?,"A: It is a limited edition collector's item.
B: It is a refillable container.
C: It is a citrus-flavored beverage.
D: It is a promotional product.",C,GoodsAD/drink_bottle/train/good/029_000.jpg,
GoodsAD/drink_bottle/test/good/004_005.jpg,Is there any defect in the object?,"A: Yes.
B: No.",B,GoodsAD/drink_bottle/train/good/003_004.jpg,
GoodsAD/drink_bottle/test/good/004_005.jpg,What kind of product is in the image?,"A: Alcoholic beverage
B: Soft drink
C: Water bottle
D: Juice",B,GoodsAD/drink_bottle/train/good/003_004.jpg,
GoodsAD/drink_bottle/test/good/004_005.jpg,What is the material of the bottle?,"A: Glass
B: Metal
C: Plastic
D: Ceramic",C,GoodsAD/drink_bottle/train/good/003_004.jpg,
GoodsAD/drink_bottle/test/good/004_050.jpg,Is there any defect in the object?,"A: No.
B: Yes.",A,GoodsAD/drink_bottle/train/good/004_040.jpg,
GoodsAD/drink_bottle/test/good/004_050.jpg,What graphical element is featured on the label?,"A: Fruit slices
B: Geometric shapes
C: Animal silhouette
D: Flower petals",A,GoodsAD/drink_bottle/train/good/004_040.jpg,
GoodsAD/drink_bottle/test/good/004_050.jpg,What is the main color scheme of the label?,"A: Green and brown
B: Yellow and white
C: Black and gray
D: Red and blue",B,GoodsAD/drink_bottle/train/good/004_040.jpg,
GoodsAD/drink_bottle/test/good/004_051.jpg,Is there any defect in the object?,"A: Yes.
B: No.",B,GoodsAD/drink_bottle/train/good/095_005.jpg,
GoodsAD/drink_bottle/test/good/004_051.jpg,What is the layout or arrangement of the subcomponents of the bottle?,"A: The label covers the entire bottle surface.
B: The cap is a different color than the bottle.
C: The logo is placed in the center of the label.
D: The bottle has a cylindrical shape.",D,GoodsAD/drink_bottle/train/good/095_005.jpg,
GoodsAD/drink_bottle/test/good/004_051.jpg,What is the purpose or function of this type of bottle?,"A: For storing hazardous chemicals
B: For displaying on a store shelf
C: For drinking water
D: For holding a liquid beverage",D,GoodsAD/drink_bottle/train/good/095_005.jpg,
GoodsAD/drink_bottle/test/good/004_052.jpg,Is there any defect in the object?,"A: Yes.
B: No.",B,GoodsAD/drink_bottle/train/good/004_044.jpg,
GoodsAD/drink_bottle/test/good/004_052.jpg,What kind of product is in the image?,"A: Aluminum can
B: Soft drink bottle
C: Glass jar
D: Plastic container",B,GoodsAD/drink_bottle/train/good/004_044.jpg,
GoodsAD/drink_bottle/test/good/004_052.jpg,What is the color of the logo on the label?,"A: Red and blue
B: Green and yellow
C: Black and white
D: Orange and purple",B,GoodsAD/drink_bottle/train/good/004_044.jpg,
GoodsAD/drink_bottle/test/good/004_052.jpg,What is the purpose or function of this type of bottle?,"A: For packaging pharmaceutical products
B: For holding liquids for consumption
C: For displaying decorative items
D: For storing chemicals",B,GoodsAD/drink_bottle/train/good/004_044.jpg,
GoodsAD/drink_bottle/test/good/005_001.jpg,Is there any defect in the object?,"A: No.
B: Yes.",A,GoodsAD/drink_bottle/train/good/005_004.jpg,
GoodsAD/drink_bottle/test/good/005_001.jpg,What are the subcomponents of the object?,"A: Bottle, cap, label
B: Bottle, cap
C: Bottle, label
D: Bottle, cap, label, fruits",A,GoodsAD/drink_bottle/train/good/005_004.jpg,
GoodsAD/drink_bottle/test/good/005_001.jpg,What is the relative position of the fruits on the label?,"A: On the top
B: On the side
C: On the bottom
D: Scattered throughout",C,GoodsAD/drink_bottle/train/good/005_004.jpg,
GoodsAD/drink_bottle/test/good/005_001.jpg,What is the purpose of the green certification or grading symbol on the label?,"A: To provide nutritional information
B: To show the product's ingredients
C: To indicate the product's quality
D: To display the product's expiration date",C,GoodsAD/drink_bottle/train/good/005_004.jpg,
GoodsAD/drink_bottle/test/good/005_003.jpg,Is there any defect in the object?,"A: Yes.
B: No.",B,GoodsAD/drink_bottle/train/good/031_000.jpg,
GoodsAD/drink_bottle/test/good/005_003.jpg,What kind of product is in the image?,"A: Metal can
B: Glass jar
C: Cardboard box
D: Plastic bottle",D,GoodsAD/drink_bottle/train/good/031_000.jpg,
GoodsAD/drink_bottle/test/good/005_003.jpg,What is the color of the liquid inside the bottle?,"A: Red
B: Blue
C: Green
D: Yellow",D,GoodsAD/drink_bottle/train/good/031_000.jpg,
GoodsAD/drink_bottle/test/good/005_003.jpg,What is the purpose of the product shown in the image?,"A: Cleaning product
B: Cosmetic product
C: Beverage product
D: Food product",C,GoodsAD/drink_bottle/train/good/031_000.jpg,
GoodsAD/drink_bottle/test/good/005_005.jpg,Is there any defect in the object?,"A: No.
B: Yes.",A,GoodsAD/drink_bottle/train/good/005_002.jpg,
GoodsAD/drink_bottle/test/good/005_005.jpg,What kind of product is in the image?,"A: Soft drink bottle
B: Perfume bottle
C: Shampoo bottle
D: Cooking oil bottle",A,GoodsAD/drink_bottle/train/good/005_002.jpg,
GoodsAD/drink_bottle/test/good/005_005.jpg,What is the color of the liquid inside the bottle?,"A: Blue
B: Red
C: Yellow
D: Green",C,GoodsAD/drink_bottle/train/good/005_002.jpg,
GoodsAD/drink_bottle/test/good/005_005.jpg,What is the color of the label on the bottle?,"A: Blue
B: Green
C: Pink
D: Yellow",C,GoodsAD/drink_bottle/train/good/005_002.jpg,
GoodsAD/drink_bottle/test/good/005_007.jpg,Is there any defect in the object?,"A: Yes.
B: No.",B,GoodsAD/drink_bottle/train/good/004_000.jpg,
GoodsAD/drink_bottle/test/good/005_007.jpg,What is the layout or arrangement of the subcomponents on the bottle?,"A: The label covers the entire bottle.
B: The label is positioned in the middle of the bottle.
C: The label is placed on the top half of the bottle.
D: The label is placed on the bottom half of the bottle.",D,GoodsAD/drink_bottle/train/good/004_000.jpg,
GoodsAD/drink_bottle/test/good/005_007.jpg,What is the color of the liquid inside the bottle?,"A: Yellow
B: Green
C: Blue
D: Red",A,GoodsAD/drink_bottle/train/good/004_000.jpg,
GoodsAD/drink_bottle/test/good/005_007.jpg,What is the purpose or function of the object shown in the image?,"A: It is a cleaning product.
B: It is a personal care product.
C: It is a decorative item.
D: It is a food item.",D,GoodsAD/drink_bottle/train/good/004_000.jpg,
GoodsAD/drink_bottle/test/good/006_001.jpg,Is there any defect in the object?,"A: No.
B: Yes.",A,GoodsAD/drink_bottle/train/good/004_004.jpg,
GoodsAD/drink_bottle/test/good/006_001.jpg,What kind of product is in the image?,"A: Juice box
B: Milk carton
C: Soda bottle
D: Sports drink bottle",D,GoodsAD/drink_bottle/train/good/004_004.jpg,
GoodsAD/drink_bottle/test/good/006_001.jpg,What is the color of the liquid inside the bottle?,"A: Red
B: Yellow
C: Blue
D: Green",B,GoodsAD/drink_bottle/train/good/004_004.jpg,
GoodsAD/drink_bottle/test/good/006_001.jpg,What is the color of the cap on the bottle?,"A: Yellow
B: Blue
C: Red
D: Green",C,GoodsAD/drink_bottle/train/good/004_004.jpg,
GoodsAD/drink_bottle/test/good/006_001.jpg,What is the purpose or use of this product?,"A: It is a household item.
B: It is a cleaning product.
C: It is a food or beverage item.
D: It is a personal care product.",C,GoodsAD/drink_bottle/train/good/004_004.jpg,
GoodsAD/drink_bottle/test/good/006_003.jpg,Is there any defect in the object?,"A: Yes.
B: No.",B,GoodsAD/drink_bottle/train/good/004_004.jpg,
GoodsAD/drink_bottle/test/good/006_003.jpg,What kind of product is in the image?,"A: Cleaning solution bottle
B: Milk carton
C: Soda bottle
D: Sports drink bottle",D,GoodsAD/drink_bottle/train/good/004_004.jpg,
GoodsAD/drink_bottle/test/good/006_003.jpg,What are the subcomponents of the object?,"A: Bottle, cap, and label
B: Bottle and cap only
C: Cap and label only
D: Bottle and label only",A,GoodsAD/drink_bottle/train/good/004_004.jpg,
GoodsAD/drink_bottle/test/good/006_003.jpg,What is the relative position of the label on the bottle?,"A: Correctly aligned
B: Misaligned
C: Partially peeled off
D: Crooked",A,GoodsAD/drink_bottle/train/good/004_004.jpg,
GoodsAD/drink_bottle/test/good/006_003.jpg,What is the overall condition of the object?,"A: Slightly worn but usable
B: Damaged and defective
C: Brand new and in perfect condition
D: Refurbished and repurposed",C,GoodsAD/drink_bottle/train/good/004_004.jpg,
GoodsAD/drink_bottle/test/good/006_005.jpg,Is there any defect in the object?,"A: Yes.
B: No.",B,GoodsAD/drink_bottle/train/good/008_004.jpg,
GoodsAD/drink_bottle/test/good/006_005.jpg,What kind of product is in the image?,"A: Soda
B: Water
C: Juice
D: Sports drink",D,GoodsAD/drink_bottle/train/good/008_004.jpg,
GoodsAD/drink_bottle/test/good/006_005.jpg,What are the main elements or subcomponents of the object?,"A: Bottle only
B: Bottle, cap, and label
C: Label only
D: Bottle and cap only",B,GoodsAD/drink_bottle/train/good/008_004.jpg,
GoodsAD/drink_bottle/test/good/006_005.jpg,What is the relative position or characteristic of the label on the bottle?,"A: The label is missing.
B: The label is faded or discolored.
C: The label is correctly aligned.
D: The label is misaligned.",C,GoodsAD/drink_bottle/train/good/008_004.jpg,
GoodsAD/drink_bottle/test/good/006_005.jpg,What additional information can be provided about the object?,"A: The bottle contains a carbonated beverage.
B: The bottle is a limited edition product.
C: The bottle is a standard sports drink product.
D: The bottle is made of glass.",C,GoodsAD/drink_bottle/train/good/008_004.jpg,
GoodsAD/drink_bottle/test/good/006_007.jpg,Is there any defect in the object?,"A: No.
B: Yes.",A,GoodsAD/drink_bottle/train/good/003_000.jpg,
GoodsAD/drink_bottle/test/good/006_007.jpg,What kind of product is in the image?,"A: Water bottle
B: Soda bottle
C: Juice bottle
D: Sports drink bottle",D,GoodsAD/drink_bottle/train/good/003_000.jpg,
GoodsAD/drink_bottle/test/good/006_007.jpg,What is the layout or arrangement of the subcomponents of the bottle?,"A: The label is misaligned with the bottle body.
B: The label, bottle body, and cap are correctly aligned and in good condition.
C: The brand logo and texts are blurry or misprinted.
D: The cap is not properly placed or sealed.",B,GoodsAD/drink_bottle/train/good/003_000.jpg,
GoodsAD/drink_bottle/test/good/006_007.jpg,What is the color of the liquid inside the bottle?,"A: Red
B: Green
C: Yellow
D: Blue",C,GoodsAD/drink_bottle/train/good/003_000.jpg,
GoodsAD/drink_bottle/test/good/006_007.jpg,What is the purpose or intended use of this product?,"A: It is a household item.
B: It is a medication.
C: It is a sports/energy drink.
D: It is a cleaning product.",C,GoodsAD/drink_bottle/train/good/003_000.jpg,
GoodsAD/drink_bottle/test/good/007_001.jpg,Is there any defect in the object?,"A: Yes.
B: No.",B,GoodsAD/drink_bottle/train/good/007_006.jpg,
GoodsAD/drink_bottle/test/good/007_001.jpg,What kind of product is in the image?,"A: Glass bottle
B: Cardboard box
C: Plastic container
D: Aluminum can",C,GoodsAD/drink_bottle/train/good/007_006.jpg,
GoodsAD/drink_bottle/test/good/007_001.jpg,What is the layout or arrangement of the subcomponents of the bottle?,"A: The label is misaligned and the cap is open.
B: The label is missing and the bottle is damaged.
C: The label is centered, the bottle is symmetrical, and the cap is closed.
D: The label is crooked and the bottle is distorted.",C,GoodsAD/drink_bottle/train/good/007_006.jpg,
GoodsAD/drink_bottle/test/good/007_001.jpg,What is the purpose or function of this product?,"A: It is a cleaning product.
B: It is a sports drink.
C: It is a medication.
D: It is a food item.",B,GoodsAD/drink_bottle/train/good/007_006.jpg,
GoodsAD/drink_bottle/test/good/007_003.jpg,Is there any defect in the object?,"A: No.
B: Yes.",A,GoodsAD/drink_bottle/train/good/007_006.jpg,
GoodsAD/drink_bottle/test/good/007_003.jpg,What kind of product is in the image?,"A: Plastic container
B: Metal can
C: Glass bottle
D: Cardboard box",A,GoodsAD/drink_bottle/train/good/007_006.jpg,
GoodsAD/drink_bottle/test/good/007_003.jpg,What is the layout or arrangement of the subcomponents of the bottle?,"A: The bottle has a square, angular design.
B: The bottle has a curved, irregular shape.
C: The bottle has a straight vertical design with ridges along the lower half.
D: The bottle has a smooth, seamless surface.",C,GoodsAD/drink_bottle/train/good/007_006.jpg,
GoodsAD/drink_bottle/test/good/007_003.jpg,What is the characteristic of the bottle cap?,"A: The cap is white and securely fastened on top of the bottle.
B: The cap is made of a different material than the bottle.
C: The cap is missing or not visible.
D: The cap is loose and not securely fastened.",A,GoodsAD/drink_bottle/train/good/007_006.jpg,
GoodsAD/drink_bottle/test/good/007_003.jpg,What is the purpose or function of the blue label on the bottle?,"A: The label is to indicate the bottle is empty or used.
B: The label is to cover a defect on the bottle.
C: The label is for decoration only.
D: The label is for product identification and branding.",D,GoodsAD/drink_bottle/train/good/007_006.jpg,
GoodsAD/drink_bottle/test/good/007_005.jpg,Is there any defect in the object?,"A: Yes.
B: No.",B,GoodsAD/drink_bottle/train/good/030_000.jpg,
GoodsAD/drink_bottle/test/good/007_005.jpg,What kind of product is in the image?,"A: Plastic container
B: Metal can
C: Cardboard box
D: Glass bottle",A,GoodsAD/drink_bottle/train/good/030_000.jpg,
GoodsAD/drink_bottle/test/good/007_005.jpg,What is the layout or arrangement of the subcomponents of the bottle?,"A: Asymmetrical label and misaligned cap
B: Opaque body with a plain label and colored cap
C: Transparent body with a blue label and white cap
D: Textured surface and multiple compartments",C,GoodsAD/drink_bottle/train/good/030_000.jpg,
GoodsAD/drink_bottle/test/good/007_005.jpg,What is the relative position of the label on the bottle?,"A: Wrapped around the middle
B: Covering the entire body
C: Placed at the top
D: Located at the bottom",A,GoodsAD/drink_bottle/train/good/030_000.jpg,
GoodsAD/drink_bottle/test/good/007_005.jpg,What is the purpose or function of this product?,"A: Sports/hydration
B: Food storage
C: Household cleaning
D: Personal care",A,GoodsAD/drink_bottle/train/good/030_000.jpg,
GoodsAD/drink_bottle/test/good/007_007.jpg,Is there any defect in the object?,"A: No.
B: Yes.",A,GoodsAD/drink_bottle/train/good/005_002.jpg,
GoodsAD/drink_bottle/test/good/007_007.jpg,What kind of product is in the image?,"A: Plastic drink bottle
B: Cardboard box
C: Aluminum can
D: Glass jar",A,GoodsAD/drink_bottle/train/good/005_002.jpg,
GoodsAD/drink_bottle/test/good/007_007.jpg,What is the layout or arrangement of the subcomponents of the bottle?,"A: The label, bottle shape, and cap are properly aligned.
B: The label is misaligned.
C: The cap is open.
D: The bottle shape is asymmetrical.",A,GoodsAD/drink_bottle/train/good/005_002.jpg,
GoodsAD/drink_bottle/test/good/007_007.jpg,What is the characteristic of the bottle material?,"A: Metallic
B: Opaque
C: Translucent
D: Cardboard",C,GoodsAD/drink_bottle/train/good/005_002.jpg,
GoodsAD/drink_bottle/test/good/007_007.jpg,What is the purpose or function of the object?,"A: Containing a sports drink
B: Holding decorative items
C: Storing chemicals
D: Packaging a food product",A,GoodsAD/drink_bottle/train/good/005_002.jpg,
GoodsAD/drink_bottle/test/good/008_001.jpg,Is there any defect in the object?,"A: Yes.
B: No.",B,GoodsAD/drink_bottle/train/good/007_006.jpg,
GoodsAD/drink_bottle/test/good/008_001.jpg,What is the color of the liquid inside the bottle?,"A: Red
B: Green
C: Yellow
D: Blue",D,GoodsAD/drink_bottle/train/good/007_006.jpg,
GoodsAD/drink_bottle/test/good/008_001.jpg,What is the flavor of the Gatorade drink?,"A: Lemon-lime
B: Orange
C: Fruit punch
D: Blueberry",D,GoodsAD/drink_bottle/train/good/007_006.jpg,
GoodsAD/drink_bottle/test/good/008_003.jpg,Is there any defect in the object?,"A: No.
B: Yes.",A,GoodsAD/drink_bottle/train/good/008_006.jpg,
GoodsAD/drink_bottle/test/good/008_003.jpg,What kind of product is in the image?,"A: Glass bottle
B: Cardboard carton
C: Plastic container
D: Metal can",C,GoodsAD/drink_bottle/train/good/008_006.jpg,
GoodsAD/drink_bottle/test/good/008_003.jpg,What is the primary color of the label on the bottle?,"A: White and blue
B: Green
C: Red
D: Yellow",A,GoodsAD/drink_bottle/train/good/008_006.jpg,
GoodsAD/drink_bottle/test/good/008_003.jpg,What is the shape of the bottle?,"A: Rectangular
B: Spherical
C: Cylindrical
D: Triangular",C,GoodsAD/drink_bottle/train/good/008_006.jpg,
GoodsAD/drink_bottle/test/good/008_003.jpg,What is the likely purpose of this product?,"A: Cooking oil
B: Sports drink
C: Perfume
D: Cleaning solution",B,GoodsAD/drink_bottle/train/good/008_006.jpg,
GoodsAD/drink_bottle/test/good/008_005.jpg,Is there any defect in the object?,"A: No.
B: Yes.",A,GoodsAD/drink_bottle/train/good/006_000.jpg,
GoodsAD/drink_bottle/test/good/008_005.jpg,What is the predominant color scheme of the label?,"A: Red and yellow
B: Green and white
C: Blue and white
D: Black and silver",C,GoodsAD/drink_bottle/train/good/006_000.jpg,
GoodsAD/drink_bottle/test/good/008_005.jpg,Where is the brand name displayed on the label?,"A: Bottom
B: Middle
C: Top
D: Not visible",B,GoodsAD/drink_bottle/train/good/006_000.jpg,
GoodsAD/drink_bottle/test/good/008_007.jpg,Is there any defect in the object?,"A: No.
B: Yes.",A,GoodsAD/drink_bottle/train/good/003_006.jpg,
GoodsAD/drink_bottle/test/good/008_007.jpg,What kind of product is in the image?,"A: Aluminum can
B: Plastic container
C: Cardboard box
D: Glass bottle",B,GoodsAD/drink_bottle/train/good/003_006.jpg,
GoodsAD/drink_bottle/test/good/008_007.jpg,What is the color of the liquid inside the bottle?,"A: Green
B: Blue
C: Red
D: Yellow",B,GoodsAD/drink_bottle/train/good/003_006.jpg,
GoodsAD/drink_bottle/test/good/008_007.jpg,What is the dominant color of the label on the bottle?,"A: Yellow and black
B: Red and white
C: Green and blue
D: White and blue",D,GoodsAD/drink_bottle/train/good/003_006.jpg,
GoodsAD/drink_bottle/test/good/008_007.jpg,What is the purpose of the product shown in the image?,"A: Cleaning solution
B: Cooking oil
C: Sports drink
D: Shampoo",C,GoodsAD/drink_bottle/train/good/003_006.jpg,
GoodsAD/drink_bottle/test/good/009_001.jpg,Is there any defect in the object?,"A: Yes.
B: No.",B,GoodsAD/drink_bottle/train/good/023_002.jpg,
GoodsAD/drink_bottle/test/good/009_001.jpg,What is the main component or element of the object?,"A: The cap
B: The label
C: The bottle
D: The liquid inside",C,GoodsAD/drink_bottle/train/good/023_002.jpg,
GoodsAD/drink_bottle/test/good/009_001.jpg,Where is the bottle positioned in the image?,"A: At the top
B: On the left side
C: In the center
D: On the right side",C,GoodsAD/drink_bottle/train/good/023_002.jpg,
GoodsAD/drink_bottle/test/good/009_003.jpg,Is there any defect in the object?,"A: Yes.
B: No.",B,GoodsAD/drink_bottle/train/good/009_004.jpg,
GoodsAD/drink_bottle/test/good/009_003.jpg,What is the shape of the bottle?,"A: Cylindrical
B: Rectangular
C: Tapered
D: Spherical",C,GoodsAD/drink_bottle/train/good/009_004.jpg,
GoodsAD/drink_bottle/test/good/009_003.jpg,Where is the label located on the bottle?,"A: On the side
B: On the top
C: Wrapped around the middle
D: On the bottom",A,GoodsAD/drink_bottle/train/good/009_004.jpg,
GoodsAD/drink_bottle/test/good/009_005.jpg,Is there any defect in the object?,"A: No.
B: Yes.",A,GoodsAD/drink_bottle/train/good/033_002.jpg,
